num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,long_name,conc,area,ref,ref_sd,temp_coef,tc_mean,tc_rd,mean,stdv,min,max,temp
115,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1837.38,-3.361132456,1909,52.473,1800,2000,21.35
116,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1496.58,-3.445110049,1555.5,43.163,1480,1640,21.35
117,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1239.26,-17.97139413,1291,35.422,1200,1360,21.35
118,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,945.98,-7.838041906,987,31.838,920,1040,21.35
119,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,687.96,-14.54963199,716.75,25.939,640,800,21.35
120,8,PH053,MRF,06/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,521.29,-13.11248347,543,17.746,500,580,21.35
121,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2392.67,-20.90798259,2482.5,65.168,2350,2650,21.35
122,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2111.33,-3.395568911,2191.25,54.41,2050,2350,21.35
123,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1811.19,-4.738155661,1879,53.618,1760,2000,21.35
124,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1468.39,-5.263938645,1525,47.361,1360,1640,21.35
125,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1212.44,-19.74654,1261.5,38.684,1160,1360,21.35
126,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,935.87,-8.822577127,974.5,28.458,900,1080,21.35
127,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,687.15,-14.65048572,714.5,23.595,660,780,21.35
128,8,PH053,MRF,06/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,524.34,-12.60401867,545.5,17.129,520,600,21.35
129,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2452.85,-18.91869702,2560,56.479,2450,2650,21.53
130,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2153.66,-1.45856248,2248.75,43.556,2150,2350,21.53
131,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1841.7,-3.133650893,1922.875,58.897,1800,2050,21.53
132,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1495.73,-3.500323808,1562.5,50.253,1440,1680,21.53
133,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1231.86,-18.46116646,1290.5,43.045,1200,1400,21.53
134,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,938.76,-8.541412014,985.25,31.3,900,1080,21.53
135,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,682.87,-15.18167086,715.5,27.737,660,800,21.53
136,9,PH054,MRF,07/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,522.15,-12.96991076,546.75,15.571,520,580,21.53
137,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2411.94,-20.27091434,2513.75,62.122,2350,2650,21.53
138,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2128.17,-2.624876187,2218.75,54.177,2150,2350,21.53
139,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1807.15,-4.950683404,1884,53.477,1760,1960,21.53
140,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1475.34,-4.815416696,1539.5,44.548,1440,1640,21.53
141,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1210.9,-19.84858866,1266.5,38.157,1160,1360,21.53
142,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,927.47,-9.640981089,971.25,32.584,900,1080,21.53
143,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,683,-15.16555318,714,24.731,660,760,21.53
144,9,PH054,MRF,07/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,517.52,-13.7409627,541.5,17.653,500,580,21.53
145,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2448.96,-19.04735329,2540,60.796,2450,2650,21.3
146,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2131.71,-2.463156571,2212.5,48.718,2150,2250,21.3
147,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1826.53,-3.931655434,1895.5,53.056,1800,2000,21.3
148,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1488.26,-3.981751342,1545,45.172,1440,1640,21.3
149,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1235.67,-18.20859475,1285.5,39.615,1200,1400,21.3
150,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,940.5,-8.371996113,980,32.139,920,1080,21.3
151,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,684.53,-14.97613025,712.25,25.156,660,800,21.3
152,10,PH055,MRF,10/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,519.84,-13.35348932,540.75,16.052,520,600,21.3
153,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2388.5,-21.04592156,2475,64.631,2350,2550,21.3
154,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2099.29,-3.946459941,2176.25,52.153,2050,2350,21.3
155,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1799.71,-5.342416015,1865,52.241,1760,1960,21.3
156,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1459.99,-5.806096188,1514.5,45.337,1400,1600,21.3
157,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1208.25,-20.02341112,1255.5,40.997,1160,1360,21.3
158,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,928.05,-9.584377634,965.25,34.088,880,1080,21.3
159,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,678.41,-15.73569225,704.75,23.001,640,760,21.3
160,10,PH055,MRF,10/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,514.37,-14.26518454,534.75,19.29,480,580,21.3
161,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2495.59,-17.50589518,2623.75,56.8,2550,2750,21.83
162,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2167.52,-0.824604797,2281.25,49.283,2150,2350,21.83
163,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1849.78,-2.708493329,1946.875,57.777,1800,2050,21.83
164,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1517.63,-2.086950972,1597.5,48.614,1480,1720,21.83
165,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1269.36,-15.97889314,1339.5,40.749,1240,1440,21.83
166,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,977.14,-4.801848966,1032.75,31.219,960,1080,21.83
167,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,702.22,-12.7779415,741.25,25.92,700,800,21.83
168,11,PH057,MRF,11/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,535.57,-10.73215624,565,15.426,520,600,21.83
169,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2433.23,-19.56724051,2555,65.41,2450,2650,21.83
170,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2116.66,-3.15153491,2225,51.558,2150,2350,21.83
171,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1823.71,-4.079844413,1915.625,53.553,1800,2050,21.83
172,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1493.26,-3.659272692,1570,46.115,1480,1680,21.83
173,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1230.49,-18.55141708,1297,41.136,1200,1400,21.83
174,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,962.64,-6.21492245,1015,32.218,960,1120,21.83
175,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,692.42,-13.99526545,729.5,24.23,680,800,21.83
176,11,PH057,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,528.32,-11.94117865,557,15.295,520,580,21.83
177,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2458.96,-18.71650845,2532.5,59.054,2450,2650,21.05
178,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2132.24,-2.438578311,2197.5,52.711,2050,2250,21.05
179,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1830.79,-3.707395802,1886.5,54.913,1760,2000,21.05
180,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1486.67,-4.084279346,1532.5,45.27,1440,1640,21.05
181,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1240.25,-17.90528121,1280.5,35.717,1200,1360,21.05
182,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,945.59,-7.875452834,977.5,30.914,900,1040,21.05
183,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,686.36,-14.74866628,708.75,24.822,660,780,21.05
184,12,PH058,MRF,12/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,527.11,-12.14169076,544,12.488,520,580,21.05
185,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2391.38,-20.95053655,2461.25,65.591,2350,2650,21.05
186,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2099.09,-3.955598146,2161.25,44.986,2050,2250,21.05
187,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1790.76,-5.812804717,1843.5,49.378,1720,1920,21.05
188,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1449.47,-6.484599611,1493.5,48.447,1360,1600,21.05
189,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1209.84,-19.91845012,1248,37.329,1160,1320,21.05
190,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,933.71,-9.033608925,963.75,29.868,900,1040,21.05
191,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,683.98,-15.04447238,705.25,23.111,660,780,21.05
192,12,PH058,MRF,12/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,518.79,-13.52874438,535.25,16.61,500,580,21.05
193,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2463,-18.5831559,2568.75,50.551,2450,2650,21.51
194,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2147.41,-1.744854499,2241.25,50.801,2150,2350,21.51
195,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1838.01,-3.32767259,1918.125,50.794,1800,2050,21.51
196,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1488.6,-3.960144779,1554.5,46.222,1440,1640,21.51
197,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1241.12,-17.84779391,1299,41.234,1200,1400,21.51
198,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,945.37,-7.897653206,991.25,32.272,900,1040,21.51
199,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,689.55,-14.35239437,721.75,22.092,680,800,21.51
200,13,PH059,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,522.22,-12.95797254,546.5,18.494,500,600,21.51
201,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2418.27,-20.06164198,2518.75,64.815,2350,2650,21.51
202,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2108.11,-3.543000656,2197.5,59.481,2050,2350,21.51
203,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1813.16,-4.6348684,1889,53.618,1760,2000,21.51
204,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1462.68,-5.632287455,1526,45.939,1440,1640,21.51
205,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1217.12,-19.43642149,1272,40.951,1160,1400,21.51
206,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,936.79,-8.732759347,980,27.924,880,1080,21.51
207,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,687.66,-14.58733918,718.25,21.155,680,780,21.51
208,13,PH059,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,517.58,-13.73038404,541.25,18.375,500,600,21.51
209,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2477.75,-18.09552301,2580,56.029,2450,2650,21.46
210,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2156.76,-1.316702484,2247.5,42.022,2150,2350,21.46
211,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1855.29,-2.41892897,1932.75,50.915,1800,2050,21.46
212,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1500.28,-3.206446842,1564,52.328,1480,1680,21.46
213,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1248.54,-17.35688417,1304.5,41.973,1200,1400,21.46
214,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,950.14,-7.433000591,994.5,33.674,940,1080,21.46
215,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,687.37,-14.62363242,718.5,24.808,660,780,21.46
216,14,PH060,MRF,14/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,S1500T1MnCl2-8,0.193,80,599.96,15,16.08,525.52,-12.40725894,549,18.528,500,600,21.46
217,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,S3000T1MnCl2-1,0.0108,80,3025.17,75.63,66.54,2444.1,-19.20790114,2541.25,57.794,2350,2750,21.46
218,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,S3000T1MnCl2-2,0.0181,80,2185.54,54.64,59.2,2136.07,-2.263680389,2222.5,50.253,2150,2350,21.46
219,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,S3000T1MnCl2-3,0.0282,80,1901.28,47.53,50.23,1821.67,-4.187205839,1895,58.114,1760,2000,21.46
220,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,S3000T1MnCl2-4,0.0434,80,1549.98,38.75,41.93,1469.28,-5.206690575,1530.5,50.814,1400,1680,21.46
221,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,S3000T1MnCl2-5,0.0626,80,1510.76,37.77,36.34,1216.44,-19.48162114,1269.5,39.101,1160,1360,21.46
222,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,S3000T1MnCl2-6,0.0934,80,1026.43,25.66,28.61,944.22,-8.008827754,986,32.515,920,1080,21.46
223,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,S3000T1MnCl2-7,0.1353,80,805.1,20.13,20.26,689.67,-14.33730785,719.25,24.535,660,780,21.46
224,14,PH060,MRF,14/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,S3000T1MnCl2-8,0.193,80,599.96,15,15.67,520.12,-13.30807767,543,19.642,500,600,21.46
225,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,S1500T1MnCl2-1,0.0108,80,3025.17,75.63,70.03,2428.44,-19.725457,2547.5,55.06,2450,2650,21.7
226,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,S1500T1MnCl2-2,0.0181,80,2185.54,54.64,62.15,2121.85,-2.91427933,2227.5,52.711,2150,2350,21.7
227,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,S1500T1MnCl2-3,0.0282,80,1901.28,47.53,53.06,1803.81,-5.126749564,1894,46.812,1800,2000,21.7
228,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,S1500T1MnCl2-4,0.0434,80,1549.98,38.75,43.64,1479.31,-4.559651591,1553.5,42.904,1440,1640,21.7
229,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,S1500T1MnCl2-5,0.0626,80,1510.76,37.77,38.33,1231.84,-18.46222493,1297,43.06,1200,1440,21.7
230,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,S1500T1MnCl2-6,0.0934,80,1026.43,25.66,30.39,941.34,-8.289639856,993,33.542,900,1080,21.7
231,15,PH061,MRF,17/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,S1500T1MnCl2-7,0.1353,80,805.1,20.13,21.33,681.5,-15.35249342,717.75,25.257,660,780,21.7
