num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,conc,area,mean,stdv,min,max,temp
523,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,272.75,19.42,220,350,25.63
524,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,197.125,15.524,160,240,25.63
525,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,141.812,11.94,120,180,25.63
526,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,107.975,8.964,88,130,25.63
527,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,75.175,7.092,58,96,25.63
528,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,49.25,4.944,40,62,25.63
529,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2009.75,62.48,1880,2150,25.63
530,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1336,41.54,1240,1400,25.63
531,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,939.75,37.45,880,1040,25.63
532,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,702.25,37.517,620,780,25.63
533,7,PH045,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,499.5,26.997,440,560,25.63
534,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2969.512,57.736,2802,3103,25.63
535,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2803.363,50.187,2659,2917,25.63
536,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2361.838,53.11,2245,2502,25.63
537,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1798.75,32.443,1735,1870,25.63
538,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1701.25,47.63,1607,1811,25.63
539,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1269.138,20.095,1232,1315,25.63
540,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,957.962,30.738,882,1026,25.63
541,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,759.95,32.378,676,812,25.63
542,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2003.85,53.949,1889,2117,25.63
543,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1563.775,44.009,1491,1676,25.63
544,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1095.388,27.025,1056,1161,25.63
545,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,754.625,22.765,702,804,25.63
546,7,PH045,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,551.062,17.7,513,594,25.63
547,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1717.812,251.25,1268,2411,21.33
548,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,246.613,750.411,0,2988,21.33
549,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1309.312,396.954,0,2693,21.33
550,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,584.087,39.466,496,703,21.33
551,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,397.875,14.999,367,435,21.33
552,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,597.362,8.43,562,614,21.33
553,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,411.825,4.339,400,423,21.33
554,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,285.288,3.705,276,292,21.33
555,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,192.387,2.688,186,196,21.33
556,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,140.6,2.144,135,144,21.33
557,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,97.812,1.714,93,100,21.33
558,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,67.65,1.568,64,71,21.33
559,8,PH046,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,49.438,1.5,45,53,21.33
560,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2580,53.722,2450,2650,21.33
561,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2232.5,49.746,2150,2350,21.33
562,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1928.125,50.569,1800,2050,21.33
563,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1574,42.265,1480,1640,21.33
564,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1334.5,38.316,1240,1440,21.33
565,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1019.5,31.337,960,1080,21.33
566,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,739.5,29.161,680,840,21.33
567,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,556,15.719,520,600,21.33
568,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,990,64.827,800,1100,21.33
569,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,775.625,64.628,650,900,21.33
570,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,584.375,33.37,550,650,21.33
571,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,453.75,32.584,400,550,21.33
572,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,302.875,21.359,270,350,21.33
573,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,555,37.82,450,650,21.33
574,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,351.875,28.064,300,400,21.33
575,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,253.5,15.187,220,290,21.33
576,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,193.75,15.539,170,230,21.33
577,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,137.188,12.6,110,170,21.33
578,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,99.412,9.243,78,120,21.33
579,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,68.45,8.261,48,86,21.33
580,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,46.05,5.296,36,60,21.33
581,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1921.875,62.806,1800,2050,21.33
582,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1304,38.504,1240,1400,21.33
583,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,929.5,34.71,840,1000,21.33
584,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,688,34.656,600,760,21.33
585,8,PH046,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,482.25,29.165,420,580,21.33
586,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2512.5,58.19,2450,2650,21.33
587,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2192.5,54.599,2050,2350,21.33
588,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1889,59.013,1760,2000,21.33
589,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1543.5,43.49,1440,1640,21.33
590,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1293.5,40.224,1200,1400,21.33
591,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1007.5,29.403,940,1080,21.33
592,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,726.25,22.183,680,780,21.33
593,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,552.5,19.193,520,600,21.33
594,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,992.5,67.082,900,1200,21.33
595,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,720,57.147,650,900,21.33
596,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,553.125,30.13,500,600,21.33
597,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,443.125,26.077,400,500,21.33
598,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,291.875,17.144,250,350,21.33
599,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,557.5,37.4,500,650,21.33
600,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,350.625,32.31,300,450,21.33
601,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,253.375,14.491,220,290,21.33
602,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,192.25,14.753,160,230,21.33
603,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,135.812,12.962,105,180,21.33
604,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,96.475,8.46,78,125,21.33
605,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,66.725,6.879,50,84,21.33
606,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,44.9,4.588,36,56,21.33
607,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1888,59.839,1760,2000,21.33
608,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1297.5,42.62,1240,1360,21.33
609,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,925.25,38.417,840,1000,21.33
610,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,680,35.005,600,760,21.33
611,8,PH046,MRF,31/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,480.75,24.74,440,540,21.33
612,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2641.3,48.505,2502,2737,21.33
613,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2498.925,51.385,2374,2662,21.33
614,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2144.525,54.506,2028,2242,21.33
615,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1633.088,31.486,1575,1698,21.33
616,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1535.825,46.045,1420,1623,21.33
617,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1134.662,21.647,1087,1181,21.33
618,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,865.425,37.181,782,928,21.33
619,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,671.788,31.643,594,738,21.33
620,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1886.312,46.728,1799,1981,21.33
621,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1526.787,47.094,1437,1622,21.33
622,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1083.737,29.687,1029,1144,21.33
623,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,722.975,22.126,677,777,21.33
624,8,PH046,VFA,31/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,555.4,17.036,511,592,21.33
625,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1734.9,323.853,1186,2929,15.26
626,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,517.525,1055.163,0,2899,15.26
627,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1216.513,270.747,881,1977,15.26
628,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,571.737,36.889,494,680,15.26
629,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,385.012,12.814,357,417,15.26
630,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,545.312,13.891,523,609,15.26
631,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,370.825,5.743,358,392,15.26
632,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,257.587,3.389,249,265,15.26
633,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,173.613,2.597,166,178,15.26
634,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,126.225,2.205,121,130,15.26
635,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,87.963,1.789,83,92,15.26
636,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,60.763,1.545,57,64,15.26
637,10,PH047,MESE,03/02/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,44.075,1.719,40,48,15.26
638,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2172.5,47.667,2050,2350,15.26
639,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,1886,32.515,1840,1960,15.26
640,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1619.5,49.296,1520,1720,15.26
641,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1311.5,38.553,1240,1400,15.26
642,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1094,36.616,1000,1160,15.26
643,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,833.5,29.3,760,900,15.26
644,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,611.25,21.071,560,680,15.26
645,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,463.75,12.363,440,500,15.26
646,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1067.5,65.168,900,1300,15.26
647,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,790,51.803,700,900,15.26
648,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,590.625,28.787,550,650,15.26
649,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,450.625,30.287,400,500,15.26
650,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,326.625,25.405,290,350,15.26
651,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,533.75,40.39,450,650,15.26
652,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,341.125,28.64,290,400,15.26
653,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,243.375,15.986,210,270,15.26
654,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,193.5,17.437,160,240,15.26
655,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,123.875,9.208,105,145,15.26
656,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,95.275,7.896,78,110,15.26
657,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,59.75,6.579,46,78,15.26
658,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,40.275,5.61,28,52,15.26
659,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1762.5,51.052,1640,1880,15.26
660,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1240,37.111,1160,1320,15.26
661,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,908,30.29,820,980,15.26
662,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,669,32.748,580,740,15.26
663,10,PH047,MRF,03/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,491.5,31.143,420,580,15.26
664,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2132.5,52.229,2050,2250,15.26
665,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,1870.5,39.359,1800,2000,15.26
666,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1596.5,44.183,1480,1680,15.26
667,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1286.5,37.891,1200,1360,15.26
668,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1070,36.837,1000,1160,15.26
669,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,825.75,22.545,760,880,15.26
670,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,606.5,17.364,580,660,15.26
671,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,459.5,14.574,440,500,15.26
672,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1028.75,79.863,900,1200,15.26
673,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,735,51.803,650,900,15.26
674,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,560.625,24.77,500,600,15.26
675,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,445.625,28.897,400,500,15.26
676,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,314.25,26.279,270,350,15.26
677,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,536.25,35.556,450,650,15.26
678,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,343.625,28.206,290,400,15.26
679,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,235.625,16.6,190,270,15.26
680,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,185.75,17.046,150,230,15.26
681,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,121.438,10.709,100,160,15.26
682,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,91.138,7.165,76,110,15.26
683,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,58.825,5.796,46,76,15.26
684,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,39.075,4.676,30,48,15.26
685,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1735,51.46,1640,1840,15.26
686,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1243,39.117,1160,1320,15.26
687,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,901,30.506,840,960,15.26
688,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,667.5,28.351,600,740,15.26
689,10,PH047,MRF,03/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,489.5,28.1,440,540,15.26
690,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2229.8,37.149,2123,2331,15.26
691,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2139.85,44.542,2003,2222,15.26
692,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1845.537,50.402,1717,1942,15.26
693,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1364.2,29.114,1304,1450,15.26
694,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1348.625,37.879,1236,1418,15.26
695,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,929.862,15.527,900,966,15.26
696,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,726.513,28.927,654,785,15.26
697,10,PH047,VFA,03/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,582.862,31.438,511,636,15.26
