num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,conc,area,mean,stdv,min,max,temp
173,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1595,46.931,1480,1680,22.6
174,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1330.5,39.615,1240,1400,22.6
175,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1019,33.512,940,1080,22.6
176,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,737,27.021,680,820,22.6
177,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,562.75,17.929,540,620,22.6
178,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1040,73.948,900,1200,22.6
179,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,788.125,52.917,700,900,22.6
180,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,584.375,35.215,500,650,22.6
181,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,426.875,38.107,400,500,22.6
182,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,311.625,24.775,280,400,22.6
183,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,558.125,36.84,500,650,22.6
184,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,366.25,26.114,300,400,22.6
185,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,245.25,17.135,210,280,22.6
186,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,202.375,15.771,170,240,22.6
187,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,138.375,10.873,115,170,22.6
188,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,104.138,8.741,82,130,22.6
189,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,70.7,7.912,52,92,22.6
190,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,47.825,6.246,36,64,22.6
191,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1961,59.759,1840,2150,22.6
192,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1341.5,41.707,1280,1440,22.6
193,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,942.25,35.148,860,1000,22.6
194,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,671.75,34.228,600,760,22.6
195,3,PH040,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,490.25,26.623,440,560,22.6
196,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2567.5,68.943,2450,2750,22.6
197,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2237.5,55.972,2150,2350,22.6
198,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1918.75,57.641,1800,2050,22.6
199,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1557,48.793,1440,1640,22.6
200,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1299,39.22,1200,1400,22.6
201,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1000.25,33.901,940,1120,22.6
202,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,734.5,25.052,680,820,22.6
203,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,553,20.151,520,620,22.6
204,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1086.25,82.283,900,1400,22.6
205,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,750,45.701,700,900,22.6
206,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,558.75,33.541,500,650,22.6
207,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,421.25,28.435,400,500,22.6
208,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,308,25.128,270,400,22.6
209,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,556.25,35.91,500,650,22.6
210,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,357.5,26.505,300,450,22.6
211,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,249.875,17.173,210,290,22.6
212,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,202.875,15.605,170,240,22.6
213,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,134.688,12.713,110,170,22.6
214,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,100.675,8.357,80,125,22.6
215,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,67.65,6.597,50,86,22.6
216,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,46.3,4.951,36,58,22.6
217,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1928,67.849,1800,2050,22.6
218,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1341,45.44,1280,1440,22.6
219,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,937,40.889,860,1040,22.6
220,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,665.75,30.72,600,740,22.6
221,3,PH040,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,484.5,26.62,440,560,22.6
222,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2684.225,44.756,2592,2794,22.6
223,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2597.35,53.584,2470,2694,22.6
224,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2264.488,59.131,2154,2376,22.6
225,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1692.612,31.417,1619,1753,22.6
226,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1585.612,49.575,1477,1682,22.6
227,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1154.5,15.943,1126,1194,22.6
228,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,892.888,30.16,831,961,22.6
229,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,696.05,31.18,616,750,22.6
230,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1890.9,38.58,1797,1977,22.6
231,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1520.875,47.554,1448,1640,22.6
232,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1095.537,28.768,1048,1160,22.6
233,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,737.188,20.551,687,786,22.6
234,3,PH040,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,537.938,16.832,501,576,22.6
235,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1375.612,109.994,1182,1790,23.46
236,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1596.7,991.499,0,3000,23.46
237,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1051.263,185.155,730,1661,23.46
238,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,559.288,32.621,489,655,23.46
239,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,379.788,15.88,352,432,23.46
240,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,619.95,10.368,594,641,23.46
241,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,425.15,5.064,408,435,23.46
242,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,296.988,3.85,287,305,23.46
243,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,199.637,2.952,191,205,23.46
244,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,145.338,1.955,140,150,23.46
245,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,100.612,2.161,96,104,23.46
246,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,69.487,1.607,65,73,23.46
247,4,PH041,MESE,30/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,50.487,2.087,43,55,23.46
248,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2707.5,54.599,2550,2850,23.46
249,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2368.75,61.816,2250,2450,23.46
250,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2011,60.705,1840,2150,23.46
251,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1643,47.103,1560,1760,23.46
252,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1371,41.722,1280,1440,23.46
253,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1050.25,38.843,960,1120,23.46
254,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,755.75,27.686,700,820,23.46
255,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,581.75,16.595,560,620,23.46
256,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1068.75,75.63,900,1200,23.46
257,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,793.125,47.563,700,900,23.46
258,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,595,35.221,550,650,23.46
259,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,431.875,33.98,400,500,23.46
260,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,319,26.462,280,350,23.46
261,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,567.5,42.172,500,700,23.46
262,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,372.5,28.574,300,450,23.46
263,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,258.75,17.745,220,300,23.46
264,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,214.375,17.635,170,260,23.46
265,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,140.625,11.512,120,170,23.46
266,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,108.013,11.178,84,135,23.46
267,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,73.2,8.799,54,96,23.46
268,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,47.225,5.253,38,62,23.46
269,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1994.625,60.314,1880,2150,23.46
270,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1359.5,43.861,1280,1440,23.46
271,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,954.75,38.811,860,1040,23.46
272,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,682.75,31.461,620,760,23.46
273,4,PH041,MRF,30/01/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,497.5,26.505,420,560,23.46
274,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2645,59.321,2450,2750,23.46
275,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2322.5,63.595,2250,2450,23.46
276,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,1980.75,62.008,1800,2150,23.46
277,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1607,46.236,1520,1720,23.46
278,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1341.5,41.219,1240,1440,23.46
279,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1030.25,35.004,940,1120,23.46
280,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,755.5,27.737,700,820,23.46
281,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,574.5,21.103,540,620,23.46
282,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1093.75,75.211,1000,1400,23.46
283,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,747.5,46.32,700,900,23.46
284,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,566.25,33.541,500,650,23.46
285,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,424.375,31.816,400,500,23.46
286,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,312.25,24.802,270,350,23.46
287,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,588.125,33.036,550,650,23.46
288,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,374.375,30.805,300,450,23.46
289,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,262.125,19.337,220,300,23.46
290,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,213.625,19.242,170,260,23.46
291,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,137.688,12.703,115,180,23.46
292,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,102.325,9.321,80,125,23.46
293,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,70.325,7.281,54,88,23.46
294,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,46.55,4.589,38,56,23.46
295,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1960,62.196,1760,2050,23.46
296,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1361.5,48.237,1280,1440,23.46
297,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,952.5,47.879,860,1080,23.46
298,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,672.25,37.178,600,780,23.46
299,4,PH041,MRF,30/01/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,488.75,25.025,440,540,23.46
300,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2728.238,52.893,2620,2878,23.46
301,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2697.613,76.021,2446,2880,23.46
302,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2265.65,58.277,2128,2374,23.46
303,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1689.15,26.534,1635,1756,23.46
304,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1614.85,53.45,1523,1748,23.46
305,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1173.938,19.785,1109,1208,23.46
306,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,907.288,38.983,811,974,23.46
307,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,720.413,39.08,627,792,23.46
308,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1896.438,41.638,1818,2001,23.46
309,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1537.325,46.901,1454,1660,23.46
310,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1093.55,27.551,1047,1149,23.46
311,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,749.612,16.414,716,785,23.46
312,4,PH041,VFA,30/01/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,531.5,16.351,502,568,23.46
313,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1417.412,45.546,1255,1698,27.49
314,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1427.237,255.475,1091,2409,27.49
315,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,885.337,88.448,724,1233,27.49
316,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,533.513,23.755,501,596,27.49
317,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,373.825,12.148,354,416,27.49
318,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,665.538,10.378,606,683,27.49
319,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,453.212,6.724,432,480,27.49
320,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,317.75,3.351,309,325,27.49
321,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,214.225,2.629,208,219,27.49
322,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,156.438,1.882,151,160,27.49
323,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,108.062,2.083,102,111,27.49
324,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,74.162,1.925,70,77,27.49
325,5,PH043,MESE,31/01/2020,PRISMA,MESE,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,54.475,1.458,51,58,27.49
326,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2978.75,69.252,2850,3100,27.49
327,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2608.75,49.539,2550,2650,27.49
328,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2241.25,64.029,2050,2350,27.49
329,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1817,51.617,1720,1960,27.49
330,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1530,44.323,1440,1640,27.49
331,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1177,35.307,1080,1240,27.49
332,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,850.75,29.156,780,920,27.49
333,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,649.25,21.334,600,720,27.49
334,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1105,74.46,900,1300,27.49
335,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,842.5,53.427,750,900,27.49
336,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,612.5,32.316,550,700,27.49
337,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,445,32.413,400,500,27.49
338,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,323.375,25.554,290,350,27.49
339,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,593.75,45.96,500,700,27.49
340,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,396.25,26.114,350,450,27.49
341,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,275.625,20.366,240,350,27.49
342,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,222.125,19.271,190,270,27.49
343,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,149.688,11.428,130,180,27.49
344,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,116.7,9.074,96,135,27.49
345,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,76.975,7.769,60,96,27.49
346,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,52.15,6.559,42,64,27.49
347,5,PH043,MRF,31/01/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2109.5,78.141,1960,2250,27.49
